date,country,campaign_name,adset_name,cost,impressions,clicks 
2018-01-24,COUNTRY 3,CAMPAIGN 3,Adset 3,4.06,1420,2
2018-07-04,COUNTRY 1,CAMPAIGN 1,Adset 1,1.26,4910,51
2018-06-12,COUNTRY 3,CAMPAIGN 3,Adset 3,3.1,4161,13
2018-07-21,COUNTRY 6,CAMPAIGN 6,Adset 6,15.22,14987,63
2018-09-03,COUNTRY 4,CAMPAIGN 4,Adset 4,6.52,1637,9
2018-05-20,COUNTRY 1,CAMPAIGN 1,Adset 6,20.79,47011,105
2018-07-17,COUNTRY 3,CAMPAIGN 3,Adset 3,9.25,9489,115
2017-12-10,COUNTRY 4,CAMPAIGN 4,Adset 4,0.03,1,
2018-04-25,COUNTRY 1,CAMPAIGN 1,Adset 6,27.4,20964,58
2018-01-10,COUNTRY 4,CAMPAIGN 4,Adset 4,0.02,89,
2018-08-16,COUNTRY 2,CAMPAIGN 2,Adset 2,1.2,627,1
2018-06-16,COUNTRY 4,CAMPAIGN 4,Adset 4,0.12,28,
2018-09-03,COUNTRY 4,CAMPAIGN 4,Adset 4,1.12,149,
2017-12-24,COUNTRY 3,CAMPAIGN 3,Adset 3,0.04,52,
2017-12-17,COUNTRY 4,CAMPAIGN 4,Adset 6,0.01,1,
2018-03-15,COUNTRY 4,CAMPAIGN 4,Adset 4,0.2,63,
2018-05-14,COUNTRY 1,CAMPAIGN 1,Adset 1,17.17,94865,919
2018-01-10,COUNTRY 4,CAMPAIGN 4,Adset 4,0.03,6,
2018-09-02,COUNTRY 4,CAMPAIGN 4,Adset 4,4.25,1415,2
2018-03-01,COUNTRY 4,CAMPAIGN 4,Adset 4,0.01,10,
2018-01-25,COUNTRY 4,CAMPAIGN 4,Adset 4,0.05,11,1
2018-06-18,COUNTRY 1,CAMPAIGN 1,Adset 6,14.9,57072,
2018-05-19,COUNTRY 2,CAMPAIGN 2,Adset 2,2.12,613,4
2018-08-31,COUNTRY 1,CAMPAIGN 1,Adset 6,12.75,17171,
2018-04-10,COUNTRY 4,CAMPAIGN 4,Adset 4,0.21,145,
2018-04-13,COUNTRY 4,CAMPAIGN 4,Adset 4,0.11,31,
2018-08-06,COUNTRY 1,CAMPAIGN 1,Adset 6,6.95,2185,7
2018-09-02,COUNTRY 1,CAMPAIGN 1,Adset 6,11.84,2049,8
2018-06-30,COUNTRY 4,CAMPAIGN 4,Adset 4,1.93,639,1
2018-03-23,COUNTRY 2,CAMPAIGN 2,Adset 2,5.62,1844,17
2018-01-04,COUNTRY 1,CAMPAIGN 1,Adset 6,0.23,54,
2018-01-05,COUNTRY 4,CAMPAIGN 4,Adset 4,0.14,36,
2018-01-21,COUNTRY 4,CAMPAIGN 4,Adset 4,0.02,9,
2018-07-08,COUNTRY 1,CAMPAIGN 1,Adset 6,3.53,1688,6
2018-04-09,COUNTRY 1,CAMPAIGN 1,Adset 6,4.4,18446,
2018-03-31,COUNTRY 6,CAMPAIGN 6,Adset 6,44.53,62071,161
2018-01-25,COUNTRY 4,CAMPAIGN 4,Adset 4,3.05,544,1
2018-07-23,COUNTRY 4,CAMPAIGN 4,Adset 4,0,8,
2018-07-07,COUNTRY 4,CAMPAIGN 4,Adset 4,3.79,1041,7
2018-02-19,COUNTRY 2,CAMPAIGN 2,Adset 2,0.24,121,
2018-06-26,COUNTRY 1,CAMPAIGN 1,Adset 6,7.05,42893,36
2018-01-15,COUNTRY 1,CAMPAIGN 1,Adset 6,1.36,353,
2018-09-09,COUNTRY 2,CAMPAIGN 2,Adset 2,0.06,49,
2018-06-15,COUNTRY 2,CAMPAIGN 2,Adset 2,0.18,111,3
2018-05-16,COUNTRY 3,CAMPAIGN 3,Adset 3,8.03,5714,12
2018-04-05,COUNTRY 4,CAMPAIGN 4,Adset 4,0.22,85,
2018-01-19,COUNTRY 4,CAMPAIGN 4,Adset 4,1.36,460,4
2018-07-18,COUNTRY 1,CAMPAIGN 1,Adset 6,12.49,22299,75
2018-03-08,COUNTRY 1,CAMPAIGN 1,Adset 6,0.71,854,4
2018-08-27,COUNTRY 1,CAMPAIGN 1,Adset 6,3.94,7742,42
2018-08-02,COUNTRY 2,CAMPAIGN 2,Adset 2,5.04,5407,51
2018-01-06,COUNTRY 4,CAMPAIGN 4,Adset 4,3.47,560,2
2017-12-07,COUNTRY 4,CAMPAIGN 4,Adset 6,0.21,291,
2017-12-22,COUNTRY 3,CAMPAIGN 3,Adset 3,0.23,220,
2018-01-26,COUNTRY 4,CAMPAIGN 4,Adset 4,0.16,100,
2018-06-19,COUNTRY 2,CAMPAIGN 2,Adset 2,0.54,370,
2018-07-20,COUNTRY 4,CAMPAIGN 4,Adset 4,0.03,52,
2018-08-20,COUNTRY 2,CAMPAIGN 2,Adset 2,1.74,2441,14
2018-07-23,COUNTRY 4,CAMPAIGN 4,Adset 4,0.45,148,
2018-03-10,COUNTRY 4,CAMPAIGN 4,Adset 4,3.3,697,10
2018-08-24,COUNTRY 1,CAMPAIGN 1,Adset 6,10.01,29114,12
2018-01-07,COUNTRY 1,CAMPAIGN 1,Adset 1,46.03,23986,243
2017-12-24,COUNTRY 1,CAMPAIGN 1,Adset 1,7.11,3093,7
2018-07-24,COUNTRY 1,CAMPAIGN 1,Adset 1,1.13,1017,2
2018-06-23,COUNTRY 1,CAMPAIGN 1,Adset 6,3.49,3975,11
2018-06-18,COUNTRY 4,CAMPAIGN 4,Adset 4,0.08,91,
2018-06-22,COUNTRY 1,CAMPAIGN 1,Adset 6,4.85,19904,
2018-05-28,COUNTRY 2,CAMPAIGN 2,Adset 2,2.5,1046,5
2018-08-14,COUNTRY 4,CAMPAIGN 4,Adset 4,0.07,25,
2018-05-04,COUNTRY 2,CAMPAIGN 2,Adset 2,0.83,377,2
2018-08-05,COUNTRY 4,CAMPAIGN 4,Adset 4,0,2,
2018-06-18,COUNTRY 3,CAMPAIGN 3,Adset 3,1.54,1236,5
2018-08-10,COUNTRY 2,CAMPAIGN 2,Adset 2,1.86,1192,
2018-01-06,COUNTRY 2,CAMPAIGN 2,Adset 2,13.25,2467,30
2018-06-08,COUNTRY 1,CAMPAIGN 1,Adset 6,18.1,12146,26
2018-03-07,COUNTRY 4,CAMPAIGN 4,Adset 4,0.08,31,
2017-12-27,COUNTRY 1,CAMPAIGN 1,Adset 6,0.06,28,
2018-07-31,COUNTRY 2,CAMPAIGN 2,Adset 2,2.4,1327,1
2018-04-06,COUNTRY 4,CAMPAIGN 4,Adset 4,0.04,15,
2018-09-03,COUNTRY 6,CAMPAIGN 6,Adset 6,7.26,3266,21
2018-04-01,COUNTRY 6,CAMPAIGN 6,Adset 6,97.02,375036,767
2018-06-06,COUNTRY 1,CAMPAIGN 1,Adset 6,7.92,11666,
2018-04-09,COUNTRY 4,CAMPAIGN 4,Adset 4,0.16,84,4
2018-07-29,COUNTRY 1,CAMPAIGN 1,Adset 6,1.94,3562,
2018-09-06,COUNTRY 2,CAMPAIGN 2,Adset 2,3.38,758,4
2018-02-07,COUNTRY 1,CAMPAIGN 1,Adset 1,10.56,16089,79
2018-01-06,COUNTRY 4,CAMPAIGN 4,Adset 6,0.06,24,
2018-01-24,COUNTRY 4,CAMPAIGN 4,Adset 4,3.79,2209,10
2018-01-14,COUNTRY 4,CAMPAIGN 4,Adset 4,0.51,94,
2018-01-20,COUNTRY 4,CAMPAIGN 4,Adset 4,0,16,
2018-05-10,COUNTRY 2,CAMPAIGN 2,Adset 2,2.73,927,4
2018-09-03,COUNTRY 2,CAMPAIGN 2,Adset 2,27.79,15961,514
2018-01-22,COUNTRY 4,CAMPAIGN 4,Adset 4,0.2,113,
2018-03-10,COUNTRY 4,CAMPAIGN 4,Adset 4,0.06,33,
2017-12-26,COUNTRY 4,CAMPAIGN 4,Adset 6,0.04,31,
2018-04-30,COUNTRY 6,CAMPAIGN 6,Adset 6,230.21,262146,757
2018-04-14,COUNTRY 4,CAMPAIGN 4,Adset 4,0.98,270,1
2018-05-05,COUNTRY 2,CAMPAIGN 2,Adset 2,5.87,1441,16
2017-12-06,COUNTRY 4,CAMPAIGN 4,Adset 6,0.42,237,2
2018-08-09,COUNTRY 1,CAMPAIGN 1,Adset 6,24.88,9406,15
2017-12-05,COUNTRY 4,CAMPAIGN 4,Adset 4,0.02,21,
2018-09-10,COUNTRY 1,CAMPAIGN 1,Adset 6,9.48,13467,
2018-06-14,COUNTRY 1,CAMPAIGN 1,Adset 6,3.79,4944,18
2018-06-06,COUNTRY 3,CAMPAIGN 3,Adset 3,5.56,6562,59
2018-01-06,COUNTRY 4,CAMPAIGN 4,Adset 4,0.01,3,
2018-08-13,COUNTRY 2,CAMPAIGN 2,Adset 2,2.03,1412,
2018-04-04,COUNTRY 4,CAMPAIGN 4,Adset 4,0.41,201,
2018-06-27,COUNTRY 2,CAMPAIGN 2,Adset 2,1.75,748,
2018-02-21,COUNTRY 4,CAMPAIGN 4,Adset 4,2.16,409,1
2017-12-23,COUNTRY 4,CAMPAIGN 4,Adset 6,0.08,14,
2018-01-17,COUNTRY 4,CAMPAIGN 4,Adset 4,0.57,643,2
2018-09-10,COUNTRY 2,CAMPAIGN 2,Adset 2,2.07,493,1
2018-01-14,COUNTRY 4,CAMPAIGN 4,Adset 4,0.56,141,
2018-09-04,COUNTRY 4,CAMPAIGN 4,Adset 4,2.05,465,1
2018-08-06,COUNTRY 1,CAMPAIGN 1,Adset 6,4.12,4868,
2018-08-29,COUNTRY 2,CAMPAIGN 2,Adset 2,0.04,27,
2018-07-27,COUNTRY 1,CAMPAIGN 1,Adset 6,15.49,24351,108
2018-05-22,COUNTRY 1,CAMPAIGN 1,Adset 1,12.29,11506,60
2018-02-25,COUNTRY 1,CAMPAIGN 1,Adset 6,8.19,3642,11
2017-12-10,COUNTRY 6,CAMPAIGN 6,Adset 6,12.09,12127,45
2018-05-09,COUNTRY 2,CAMPAIGN 2,Adset 2,0.85,218,
2018-03-22,COUNTRY 4,CAMPAIGN 4,Adset 4,0,4,
2018-03-14,COUNTRY 4,CAMPAIGN 4,Adset 4,0.56,129,
2018-07-27,COUNTRY 4,CAMPAIGN 4,Adset 4,9.08,1169,8
2018-04-20,COUNTRY 4,CAMPAIGN 4,Adset 4,0.48,154,3
2018-01-24,COUNTRY 4,CAMPAIGN 4,Adset 4,2.77,585,2
2018-09-02,COUNTRY 2,CAMPAIGN 2,Adset 2,6.77,1381,5
2018-03-27,COUNTRY 2,CAMPAIGN 2,Adset 2,0.07,23,
2018-03-08,COUNTRY 4,CAMPAIGN 4,Adset 4,0.03,62,
2018-07-08,COUNTRY 4,CAMPAIGN 4,Adset 4,0.31,374,
2018-09-08,COUNTRY 2,CAMPAIGN 2,Adset 2,0.04,112,1
2018-06-22,COUNTRY 2,CAMPAIGN 2,Adset 2,5.32,1808,7
2018-09-16,COUNTRY 4,CAMPAIGN 4,Adset 4,0.01,3,
2018-06-09,COUNTRY 1,CAMPAIGN 1,Adset 6,30.53,174803,106
2018-03-02,COUNTRY 4,CAMPAIGN 4,Adset 4,0.01,18,
2018-05-16,COUNTRY 2,CAMPAIGN 2,Adset 2,1.37,432,2
2018-06-22,COUNTRY 3,CAMPAIGN 3,Adset 3,22.31,8551,25
2018-06-01,COUNTRY 1,CAMPAIGN 1,Adset 1,1.31,2413,12
2018-05-08,COUNTRY 2,CAMPAIGN 2,Adset 2,0.6,214,2
2018-07-02,COUNTRY 1,CAMPAIGN 1,Adset 6,1.14,731,2
2017-12-30,COUNTRY 4,CAMPAIGN 4,Adset 4,0.07,62,
2017-12-09,COUNTRY 4,CAMPAIGN 4,Adset 6,154.35,16805,38
2018-01-16,COUNTRY 1,CAMPAIGN 1,Adset 1,8.63,10692,43
2018-05-24,COUNTRY 2,CAMPAIGN 2,Adset 2,1.33,254,
2018-05-02,COUNTRY 1,CAMPAIGN 1,Adset 1,10.99,7207,22
2018-06-08,COUNTRY 1,CAMPAIGN 1,Adset 6,19.55,96134,15
2018-04-30,COUNTRY 1,CAMPAIGN 1,Adset 6,11.97,10351,34
2018-05-17,COUNTRY 3,CAMPAIGN 3,Adset 3,8.69,6472,61
2018-05-12,COUNTRY 1,CAMPAIGN 1,Adset 6,0.76,2835,
2018-08-27,COUNTRY 2,CAMPAIGN 2,Adset 2,0.29,202,
2018-07-15,COUNTRY 1,CAMPAIGN 1,Adset 6,0.62,948,
2018-01-22,COUNTRY 4,CAMPAIGN 4,Adset 4,0.97,411,
2018-04-27,COUNTRY 1,CAMPAIGN 1,Adset 1,35.17,19689,39
2018-09-04,COUNTRY 2,CAMPAIGN 2,Adset 2,0.54,409,
2018-04-05,COUNTRY 2,CAMPAIGN 2,Adset 2,2.92,696,8
2018-06-17,COUNTRY 1,CAMPAIGN 1,Adset 6,0.43,229,1
2018-09-12,COUNTRY 1,CAMPAIGN 1,Adset 6,6.33,7948,
2018-03-31,COUNTRY 2,CAMPAIGN 2,Adset 2,0.21,67,
2018-06-28,COUNTRY 1,CAMPAIGN 1,Adset 1,38.96,35301,148
2018-06-02,COUNTRY 1,CAMPAIGN 1,Adset 6,19.35,49665,
2018-01-05,COUNTRY 4,CAMPAIGN 4,Adset 4,0,2,
2018-07-09,COUNTRY 1,CAMPAIGN 1,Adset 1,2.39,1911,5
2017-12-21,COUNTRY 4,CAMPAIGN 4,Adset 4,0.09,146,1
2018-02-24,COUNTRY 4,CAMPAIGN 4,Adset 4,1.47,314,2
2018-01-24,COUNTRY 4,CAMPAIGN 4,Adset 4,0.11,175,1
2018-03-01,COUNTRY 1,CAMPAIGN 1,Adset 1,29.8,27237,5
2018-05-18,COUNTRY 2,CAMPAIGN 2,Adset 2,10.2,3385,36
2018-07-06,COUNTRY 3,CAMPAIGN 3,Adset 3,23.67,23954,85
2018-03-12,COUNTRY 4,CAMPAIGN 4,Adset 4,0.53,185,
2018-04-05,COUNTRY 4,CAMPAIGN 4,Adset 4,0.02,140,
2018-06-29,COUNTRY 1,CAMPAIGN 1,Adset 1,5.9,4540,15
2018-06-07,COUNTRY 1,CAMPAIGN 1,Adset 6,3.04,8928,4
2018-03-06,COUNTRY 1,CAMPAIGN 1,Adset 6,0.96,2818,4
2018-05-24,COUNTRY 2,CAMPAIGN 2,Adset 2,4.13,1451,9
2018-08-24,COUNTRY 6,CAMPAIGN 6,Adset 6,23.87,6440,32
2018-05-29,COUNTRY 2,CAMPAIGN 2,Adset 2,0.88,325,2
2018-05-23,COUNTRY 1,CAMPAIGN 1,Adset 1,2.48,4370,61
2018-06-20,COUNTRY 1,CAMPAIGN 1,Adset 1,2.7,8844,74
2018-06-19,COUNTRY 2,CAMPAIGN 2,Adset 2,0.37,165,
2018-07-13,COUNTRY 1,CAMPAIGN 1,Adset 1,0,5,
2018-08-19,COUNTRY 2,CAMPAIGN 2,Adset 2,33.38,16718,496
2018-08-25,COUNTRY 1,CAMPAIGN 1,Adset 6,6.06,11511,25
2018-04-10,COUNTRY 2,CAMPAIGN 2,Adset 2,2.32,1257,5
2017-12-27,COUNTRY 4,CAMPAIGN 4,Adset 4,4.05,766,1
2018-09-05,COUNTRY 2,CAMPAIGN 2,Adset 2,0.96,1061,6
2018-07-22,COUNTRY 1,CAMPAIGN 1,Adset 6,7.65,2975,8
2018-09-02,COUNTRY 4,CAMPAIGN 4,Adset 4,2.48,400,
2018-07-01,COUNTRY 2,CAMPAIGN 2,Adset 2,3.11,1797,3
2018-04-11,COUNTRY 1,CAMPAIGN 1,Adset 1,12.72,25171,95
2018-06-24,COUNTRY 3,CAMPAIGN 3,Adset 3,85.36,24018,106
2018-09-13,COUNTRY 2,CAMPAIGN 2,Adset 2,0.03,24,1
2018-02-28,COUNTRY 1,CAMPAIGN 1,Adset 6,20.08,37405,
2018-06-06,COUNTRY 2,CAMPAIGN 2,Adset 2,0.53,263,3
2018-07-24,COUNTRY 6,CAMPAIGN 6,Adset 6,7.45,4366,12
2018-05-07,COUNTRY 1,CAMPAIGN 1,Adset 6,4.1,1867,8
2018-06-13,COUNTRY 6,CAMPAIGN 6,Adset 6,65.4,212964,619
2017-12-29,COUNTRY 1,CAMPAIGN 1,Adset 1,0.33,183,1
2018-09-12,COUNTRY 1,CAMPAIGN 1,Adset 6,5.27,2701,13
2018-08-03,COUNTRY 1,CAMPAIGN 1,Adset 1,1.67,2721,17
2018-04-09,COUNTRY 1,CAMPAIGN 1,Adset 6,0.23,562,8
2017-12-26,COUNTRY 1,CAMPAIGN 1,Adset 6,7.53,4733,9
2018-05-10,COUNTRY 2,CAMPAIGN 2,Adset 2,0.4,111,1
2018-04-07,COUNTRY 4,CAMPAIGN 4,Adset 4,0,18,
2018-09-07,COUNTRY 2,CAMPAIGN 2,Adset 2,0.76,575,
2018-08-12,COUNTRY 1,CAMPAIGN 1,Adset 1,13.58,16202,99
2018-08-11,COUNTRY 4,CAMPAIGN 4,Adset 4,0.4,242,
2018-08-30,COUNTRY 2,CAMPAIGN 2,Adset 2,0.26,325,4
2018-08-07,COUNTRY 4,CAMPAIGN 4,Adset 4,0.94,401,
2018-05-25,COUNTRY 2,CAMPAIGN 2,Adset 2,0.35,179,1
2018-06-20,COUNTRY 2,CAMPAIGN 2,Adset 2,1.48,477,
2018-01-11,COUNTRY 4,CAMPAIGN 4,Adset 4,0,16,
2018-06-10,COUNTRY 1,CAMPAIGN 1,Adset 1,5.27,4287,14
2018-07-08,COUNTRY 2,CAMPAIGN 2,Adset 2,0.47,283,1
2018-04-05,COUNTRY 2,CAMPAIGN 2,Adset 2,2.88,876,4
2018-09-03,COUNTRY 4,CAMPAIGN 4,Adset 4,0.06,39,
2017-12-26,COUNTRY 4,CAMPAIGN 4,Adset 4,0.69,101,
2018-05-23,COUNTRY 1,CAMPAIGN 1,Adset 6,2.95,12804,2
2018-03-01,COUNTRY 6,CAMPAIGN 6,Adset 6,7.06,2537,1
2018-01-12,COUNTRY 1,CAMPAIGN 1,Adset 1,3.26,4083,19
2018-06-08,COUNTRY 1,CAMPAIGN 1,Adset 1,4.58,6201,47
2018-05-29,COUNTRY 2,CAMPAIGN 2,Adset 2,0.73,562,4
2018-05-14,COUNTRY 1,CAMPAIGN 1,Adset 6,0.99,264,
2018-09-08,COUNTRY 1,CAMPAIGN 1,Adset 6,3.03,4336,
2018-06-18,COUNTRY 2,CAMPAIGN 2,Adset 2,0.37,149,1
2018-03-15,COUNTRY 2,CAMPAIGN 2,Adset 2,5.24,1424,5
2018-03-28,COUNTRY 4,CAMPAIGN 4,Adset 4,0.07,49,
2018-04-03,COUNTRY 4,CAMPAIGN 4,Adset 4,0.02,4,
2018-03-28,COUNTRY 4,CAMPAIGN 4,Adset 4,0,8,
2018-04-06,COUNTRY 4,CAMPAIGN 4,Adset 4,0.04,40,
2018-03-23,COUNTRY 6,CAMPAIGN 6,Adset 6,2.43,1210,43
2018-05-04,COUNTRY 2,CAMPAIGN 2,Adset 2,1.38,500,2
2018-01-08,COUNTRY 4,CAMPAIGN 4,Adset 6,0.09,7,
2018-03-02,COUNTRY 4,CAMPAIGN 4,Adset 4,0,2,
2018-06-16,COUNTRY 6,CAMPAIGN 6,Adset 6,48.58,5856,16
2018-06-23,COUNTRY 3,CAMPAIGN 3,Adset 3,3,3488,12
2018-06-19,COUNTRY 1,CAMPAIGN 1,Adset 6,9.15,24993,
2018-04-13,COUNTRY 1,CAMPAIGN 1,Adset 6,3.78,1606,6
2018-03-26,COUNTRY 2,CAMPAIGN 2,Adset 2,0.67,274,
2018-04-18,COUNTRY 3,CAMPAIGN 3,Adset 3,20.28,17158,18
2018-01-12,COUNTRY 4,CAMPAIGN 4,Adset 4,0.02,4,
2018-07-25,COUNTRY 4,CAMPAIGN 4,Adset 4,0.01,28,
2018-01-12,COUNTRY 2,CAMPAIGN 2,Adset 2,6.1,5819,71
2018-06-25,COUNTRY 1,CAMPAIGN 1,Adset 1,18.03,23507,105
2017-12-26,COUNTRY 3,CAMPAIGN 3,Adset 3,0.85,502,1
2018-05-30,COUNTRY 2,CAMPAIGN 2,Adset 2,0.35,558,2
2018-06-05,COUNTRY 2,CAMPAIGN 2,Adset 2,1.66,511,
2018-08-26,COUNTRY 2,CAMPAIGN 2,Adset 2,2.39,3171,18
2018-06-15,COUNTRY 2,CAMPAIGN 2,Adset 2,0.12,70,2
2018-01-10,COUNTRY 4,CAMPAIGN 4,Adset 4,0.01,10,
2018-06-10,COUNTRY 1,CAMPAIGN 1,Adset 6,4.26,1964,11
2018-03-03,COUNTRY 4,CAMPAIGN 4,Adset 4,2.74,791,
2018-03-25,COUNTRY 4,CAMPAIGN 4,Adset 4,0.04,34,1
2018-01-11,COUNTRY 4,CAMPAIGN 4,Adset 4,0.01,3,
2018-06-14,COUNTRY 3,CAMPAIGN 3,Adset 3,16.88,13292,105
2018-04-12,COUNTRY 4,CAMPAIGN 4,Adset 4,5.25,720,4
2018-01-30,COUNTRY 4,CAMPAIGN 4,Adset 4,0.02,32,
2018-08-20,COUNTRY 2,CAMPAIGN 2,Adset 2,1.36,1435,21
2018-06-27,COUNTRY 2,CAMPAIGN 2,Adset 2,3.25,1562,3
2018-04-21,COUNTRY 1,CAMPAIGN 1,Adset 6,8.29,7058,24
2018-01-25,COUNTRY 3,CAMPAIGN 3,Adset 3,6.43,1381,2
2018-09-16,COUNTRY 2,CAMPAIGN 2,Adset 2,0.14,136,
2018-03-30,COUNTRY 4,CAMPAIGN 4,Adset 4,0.02,12,
2018-04-07,COUNTRY 4,CAMPAIGN 4,Adset 4,0.05,20,
2018-08-04,COUNTRY 2,CAMPAIGN 2,Adset 2,0.08,142,
2018-07-19,COUNTRY 4,CAMPAIGN 4,Adset 4,0.17,87,
2018-05-02,COUNTRY 1,CAMPAIGN 1,Adset 6,33.9,41580,
2018-05-15,COUNTRY 2,CAMPAIGN 2,Adset 2,0.85,421,
2018-01-02,COUNTRY 4,CAMPAIGN 4,Adset 4,0.08,43,1
2018-01-21,COUNTRY 4,CAMPAIGN 4,Adset 4,7.35,2508,12
2018-03-23,COUNTRY 1,CAMPAIGN 1,Adset 1,6.73,37245,59
2018-05-26,COUNTRY 6,CAMPAIGN 6,Adset 6,157.7,302034,562
2018-04-12,COUNTRY 1,CAMPAIGN 1,Adset 6,2.84,12377,1
2017-12-17,COUNTRY 6,CAMPAIGN 6,Adset 6,0.12,55,
2017-12-29,COUNTRY 4,CAMPAIGN 4,Adset 4,0.2,57,
2018-07-19,COUNTRY 2,CAMPAIGN 2,Adset 2,0.09,80,
2018-07-27,COUNTRY 1,CAMPAIGN 1,Adset 6,5.27,6926,34
2018-02-18,COUNTRY 2,CAMPAIGN 2,Adset 2,0.16,37,
2018-07-20,COUNTRY 4,CAMPAIGN 4,Adset 4,0.06,19,
2018-01-12,COUNTRY 4,CAMPAIGN 4,Adset 4,0.01,7,
2018-08-15,COUNTRY 1,CAMPAIGN 1,Adset 6,2.97,1148,3
2018-06-08,COUNTRY 1,CAMPAIGN 1,Adset 1,2.99,2708,10
2018-08-04,COUNTRY 3,CAMPAIGN 3,Adset 3,3.92,3429,22
2018-08-11,COUNTRY 2,CAMPAIGN 2,Adset 2,0.73,1176,3
2018-04-01,COUNTRY 1,CAMPAIGN 1,Adset 6,2.78,1461,6
2018-05-18,COUNTRY 2,CAMPAIGN 2,Adset 2,1.71,680,8
2018-07-04,COUNTRY 4,CAMPAIGN 4,Adset 4,0.11,98,
2018-05-24,COUNTRY 2,CAMPAIGN 2,Adset 2,0.35,203,
2018-08-08,COUNTRY 4,CAMPAIGN 4,Adset 4,0.24,107,
2018-06-09,COUNTRY 2,CAMPAIGN 2,Adset 2,4.03,1293,6
2018-03-20,COUNTRY 4,CAMPAIGN 4,Adset 4,0.01,10,
2018-07-11,COUNTRY 1,CAMPAIGN 1,Adset 1,3.14,2644,8
2018-01-08,COUNTRY 1,CAMPAIGN 1,Adset 1,30.99,144800,38
2018-09-03,COUNTRY 4,CAMPAIGN 4,Adset 4,0.12,72,
2018-03-12,COUNTRY 6,CAMPAIGN 6,Adset 6,31.14,18104,13
2018-04-11,COUNTRY 4,CAMPAIGN 4,Adset 4,0.08,118,
2018-08-27,COUNTRY 2,CAMPAIGN 2,Adset 2,0.05,37,1
2018-04-05,COUNTRY 1,CAMPAIGN 1,Adset 6,2.8,2144,3
2018-09-03,COUNTRY 2,CAMPAIGN 2,Adset 2,5.75,1327,3
2018-02-15,COUNTRY 2,CAMPAIGN 2,Adset 2,10.38,2483,7
2018-01-04,COUNTRY 4,CAMPAIGN 4,Adset 4,0.19,91,
2018-08-05,COUNTRY 6,CAMPAIGN 6,Adset 6,10.02,21546,125
2018-09-07,COUNTRY 1,CAMPAIGN 1,Adset 6,6.86,6706,
2018-01-04,COUNTRY 1,CAMPAIGN 1,Adset 1,1.77,2535,58
2018-01-04,COUNTRY 1,CAMPAIGN 1,Adset 1,7.81,13731,242
2018-02-12,COUNTRY 1,CAMPAIGN 1,Adset 6,6.94,2453,7
2018-08-02,COUNTRY 1,CAMPAIGN 1,Adset 6,9.5,3377,10
2018-07-19,COUNTRY 1,CAMPAIGN 1,Adset 6,2.97,3683,
2018-01-15,COUNTRY 2,CAMPAIGN 2,Adset 2,7.08,1606,22
2018-07-17,COUNTRY 1,CAMPAIGN 1,Adset 1,1.78,3578,27
2018-08-14,COUNTRY 3,CAMPAIGN 3,Adset 3,0.5,998,12
2018-03-22,COUNTRY 3,CAMPAIGN 3,Adset 3,24.56,196559,
2018-09-01,COUNTRY 4,CAMPAIGN 4,Adset 4,4.15,1465,1
2017-12-27,COUNTRY 1,CAMPAIGN 1,Adset 1,30.81,139355,29
2018-05-15,COUNTRY 3,CAMPAIGN 3,Adset 3,69.14,25022,262
2018-01-02,COUNTRY 4,CAMPAIGN 4,Adset 6,0.3,140,
2018-08-23,COUNTRY 2,CAMPAIGN 2,Adset 2,2.67,1538,1
2018-07-01,COUNTRY 2,CAMPAIGN 2,Adset 2,1.83,1529,4
2017-12-28,COUNTRY 4,CAMPAIGN 4,Adset 6,0.02,2,
2018-07-30,COUNTRY 4,CAMPAIGN 4,Adset 4,0.02,17,
2018-07-26,COUNTRY 4,CAMPAIGN 4,Adset 4,0.13,24,
2018-08-17,COUNTRY 1,CAMPAIGN 1,Adset 6,1.26,1110,
2018-05-17,COUNTRY 1,CAMPAIGN 1,Adset 6,3.29,1554,6
2018-05-15,COUNTRY 3,CAMPAIGN 3,Adset 3,74.17,40806,109
2018-09-11,COUNTRY 1,CAMPAIGN 1,Adset 6,6.21,8506,33
2018-05-14,COUNTRY 1,CAMPAIGN 1,Adset 6,3.13,12998,3
2018-03-06,COUNTRY 4,CAMPAIGN 4,Adset 4,1.63,403,1
2018-09-11,COUNTRY 2,CAMPAIGN 2,Adset 2,0.44,216,
2018-06-03,COUNTRY 6,CAMPAIGN 6,Adset 6,33.88,11246,18
2018-06-17,COUNTRY 2,CAMPAIGN 2,Adset 2,0.61,212,1
2018-03-18,COUNTRY 3,CAMPAIGN 3,Adset 3,1.12,540,3
2018-08-15,COUNTRY 1,CAMPAIGN 1,Adset 6,30.8,34603,
2018-07-21,COUNTRY 4,CAMPAIGN 4,Adset 4,0.09,80,
2018-05-24,COUNTRY 2,CAMPAIGN 2,Adset 2,0.8,223,
2018-05-06,COUNTRY 2,CAMPAIGN 2,Adset 2,2.09,926,8
2018-08-25,COUNTRY 1,CAMPAIGN 1,Adset 1,21.13,37056,206
2018-05-02,COUNTRY 2,CAMPAIGN 2,Adset 2,0.01,8,
2018-06-13,COUNTRY 1,CAMPAIGN 1,Adset 6,4.76,3929,23
2018-04-13,COUNTRY 2,CAMPAIGN 2,Adset 2,3.16,1467,9
2018-07-12,COUNTRY 1,CAMPAIGN 1,Adset 6,1.03,276,1
2018-07-22,COUNTRY 4,CAMPAIGN 4,Adset 4,0.27,177,
